"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"NCD_BMI_30A","PUBLISHED","2014","EMR","","YEARS18-PLUS","FMLE","24.9 [22.7-27.3]","24.90000","22.70000","27.30000",""
"NCD_BMI_30A","PUBLISHED","2007","EUR","","YEARS18-PLUS","FMLE","21.5 [20.2-22.9]","21.50000","20.20000","22.90000",""
"NCD_BMI_30A","PUBLISHED","1977","AFR","","YEARS18-PLUS","BTSX","2.2 [1.5-2.9]","2.20000","1.50000","2.90000",""
"NCD_BMI_30A","PUBLISHED","2009","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","10.9 [10.5-11.4]","10.90000","10.50000","11.40000",""
"NCD_BMI_30A","PUBLISHED","1979","WPR","","YEARS18-PLUS","MLE","0.6 [0.4-0.8]","0.60000","0.40000","0.80000",""
"NCD_BMI_30A","PUBLISHED","1998","WPR","","YEARS18-PLUS","FMLE","3.0 [2.5-3.5]","3.00000","2.50000","3.50000",""
"NCD_BMI_30A","PUBLISHED","1990","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","8.6 [7.9-9.3]","8.60000","7.90000","9.30000",""
"NCD_BMI_30A","PUBLISHED","1991","AMR","","YEARS18-PLUS","FMLE","18.1 [16.2-20.0]","18.10000","16.20000","20.00000",""
"NCD_BMI_30A","PUBLISHED","1997","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","10.0 [9.4-10.5]","10.00000","9.40000","10.50000",""
"NCD_BMI_30A","PUBLISHED","1976","AFR","","YEARS18-PLUS","FMLE","3.5 [2.3-4.9]","3.50000","2.30000","4.90000",""
"NCD_BMI_30A","PUBLISHED","1996","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","7.9 [7.5-8.2]","7.90000","7.50000","8.20000",""
"NCD_BMI_30A","PUBLISHED","1983","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","3.8 [3.2-4.5]","3.80000","3.20000","4.50000",""
"NCD_BMI_30A","PUBLISHED","2012","GLOBAL","","YEARS18-PLUS","FMLE","14.2 [13.1-15.2]","14.20000","13.10000","15.20000",""
"NCD_BMI_30A","PUBLISHED","1992","AMR","","YEARS18-PLUS","BTSX","16.1 [14.8-17.4]","16.10000","14.80000","17.40000",""
"NCD_BMI_30A","PUBLISHED","2009","SEAR","","YEARS18-PLUS","BTSX","3.2 [2.8-3.6]","3.20000","2.80000","3.60000",""
"NCD_BMI_30A","PUBLISHED","2010","WPR","","YEARS18-PLUS","BTSX","4.7 [4.0-5.4]","4.70000","4.00000","5.40000",""
"NCD_BMI_30A","PUBLISHED","1993","EMR","","YEARS18-PLUS","BTSX","10.8 [9.7-12.0]","10.80000","9.70000","12.00000",""
"NCD_BMI_30A","PUBLISHED","2011","WPR","","YEARS18-PLUS","MLE","4.4 [3.5-5.5]","4.40000","3.50000","5.50000",""
"NCD_BMI_30A","PUBLISHED","1978","AMR","","YEARS18-PLUS","BTSX","10.5 [8.9-12.2]","10.50000","8.90000","12.20000",""
"NCD_BMI_30A","PUBLISHED","1994","EUR","","YEARS18-PLUS","BTSX","15.3 [14.4-16.3]","15.30000","14.40000","16.30000",""
"NCD_BMI_30A","PUBLISHED","1990","AFR","","YEARS18-PLUS","FMLE","6.1 [5.1-7.2]","6.10000","5.10000","7.20000",""
"NCD_BMI_30A","PUBLISHED","2004","AMR","","YEARS18-PLUS","MLE","19.6 [17.9-21.4]","19.60000","17.90000","21.40000",""
"NCD_BMI_30A","PUBLISHED","1991","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","5.0 [4.5-5.5]","5.00000","4.50000","5.50000",""
"NCD_BMI_30A","PUBLISHED","1992","EMR","","YEARS18-PLUS","FMLE","15.0 [12.9-17.1]","15.00000","12.90000","17.10000",""
"NCD_BMI_30A","PUBLISHED","2008","SEAR","","YEARS18-PLUS","FMLE","4.1 [3.5-4.9]","4.10000","3.50000","4.90000",""
"NCD_BMI_30A","PUBLISHED","1997","GLOBAL","","YEARS18-PLUS","MLE","6.1 [5.6-6.5]","6.10000","5.60000","6.50000",""
"NCD_BMI_30A","PUBLISHED","2006","EUR","","YEARS18-PLUS","MLE","17.1 [15.9-18.3]","17.10000","15.90000","18.30000",""
"NCD_BMI_30A","PUBLISHED","1989","AFR","","YEARS18-PLUS","MLE","1.3 [0.9-1.9]","1.30000","0.90000","1.90000",""
"NCD_BMI_30A","PUBLISHED","1997","SEAR","","YEARS18-PLUS","FMLE","2.3 [1.9-2.8]","2.30000","1.90000","2.80000",""
"NCD_BMI_30A","PUBLISHED","2005","EMR","","YEARS18-PLUS","MLE","10.5 [9.3-11.8]","10.50000","9.30000","11.80000",""
"NCD_BMI_30A","PUBLISHED","1999","WPR","","YEARS18-PLUS","BTSX","2.5 [2.2-2.9]","2.50000","2.20000","2.90000",""
"NCD_BMI_30A","PUBLISHED","1990","AMR","","YEARS18-PLUS","MLE","12.5 [10.7-14.4]","12.50000","10.70000","14.40000",""
"NCD_BMI_30A","PUBLISHED","2006","EMR","","YEARS18-PLUS","FMLE","20.8 [19.3-22.5]","20.80000","19.30000","22.50000",""
"NCD_BMI_30A","PUBLISHED","1982","EUR","","YEARS18-PLUS","FMLE","14.7 [12.5-17.1]","14.70000","12.50000","17.10000",""
"NCD_BMI_30A","PUBLISHED","1985","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","4.1 [3.5-4.7]","4.10000","3.50000","4.70000",""
"NCD_BMI_30A","PUBLISHED","2010","AMR","","YEARS18-PLUS","BTSX","25.4 [24.1-26.8]","25.40000","24.10000","26.80000",""
"NCD_BMI_30A","PUBLISHED","1996","SEAR","","YEARS18-PLUS","MLE","0.8 [0.6-1.1]","0.80000","0.60000","1.10000",""
"NCD_BMI_30A","PUBLISHED","2016","SEAR","","YEARS18-PLUS","BTSX","4.7 [3.9-5.6]","4.70000","3.90000","5.60000",""
"NCD_BMI_30A","PUBLISHED","1981","EUR","","YEARS18-PLUS","MLE","7.9 [6.5-9.7]","7.90000","6.50000","9.70000",""
"NCD_BMI_30A","PUBLISHED","2007","AFR","","YEARS18-PLUS","MLE","3.7 [3.1-4.3]","3.70000","3.10000","4.30000",""
"NCD_BMI_30A","PUBLISHED","1980","EMR","","YEARS18-PLUS","MLE","3.5 [2.3-5.0]","3.50000","2.30000","5.00000",""
"NCD_BMI_30A","PUBLISHED","1979","AMR","","YEARS18-PLUS","MLE","8.5 [6.5-10.7]","8.50000","6.50000","10.70000",""
"NCD_BMI_30A","PUBLISHED","2014","EUR","","YEARS18-PLUS","FMLE","23.8 [21.8-25.8]","23.80000","21.80000","25.80000",""
"NCD_BMI_30A","PUBLISHED","1995","EUR","","YEARS18-PLUS","MLE","12.6 [11.4-13.8]","12.60000","11.40000","13.80000",""
"NCD_BMI_30A","PUBLISHED","1981","EMR","","YEARS18-PLUS","FMLE","10.9 [8.2-14.0]","10.90000","8.20000","14.00000",""
"NCD_BMI_30A","PUBLISHED","1983","GLOBAL","","YEARS18-PLUS","MLE","4.0 [3.4-4.8]","4.00000","3.40000","4.80000",""
"NCD_BMI_30A","PUBLISHED","2014","GLOBAL","","YEARS18-PLUS","FMLE","14.9 [13.6-16.1]","14.90000","13.60000","16.10000",""
"NCD_BMI_30A","PUBLISHED","1986","WPR","","YEARS18-PLUS","MLE","0.8 [0.6-1.1]","0.80000","0.60000","1.10000",""
"NCD_BMI_30A","PUBLISHED","1997","WPR","","YEARS18-PLUS","MLE","1.7 [1.4-2.1]","1.70000","1.40000","2.10000",""
"NCD_BMI_30A","PUBLISHED","1985","WPR","","YEARS18-PLUS","BTSX","1.2 [1.0-1.5]","1.20000","1.00000","1.50000",""
"NCD_BMI_30A","PUBLISHED","2011","EMR","","YEARS18-PLUS","BTSX","18.2 [16.9-19.5]","18.20000","16.90000","19.50000",""
"NCD_BMI_30A","PUBLISHED","1995","AFR","","YEARS18-PLUS","BTSX","4.8 [4.3-5.4]","4.80000","4.30000","5.40000",""
"NCD_BMI_30A","PUBLISHED","1983","EUR","","YEARS18-PLUS","BTSX","12.1 [10.7-13.6]","12.10000","10.70000","13.60000",""
"NCD_BMI_30A","PUBLISHED","1984","SEAR","","YEARS18-PLUS","BTSX","0.7 [0.5-1.0]","0.70000","0.50000","1.00000",""
"NCD_BMI_30A","PUBLISHED","2009","AFR","","YEARS18-PLUS","BTSX","8.4 [7.8-9.1]","8.40000","7.80000","9.10000",""
"NCD_BMI_30A","PUBLISHED","1985","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","6.0 [5.5-6.5]","6.00000","5.50000","6.50000",""
"NCD_BMI_30A","PUBLISHED","2008","AFR","","YEARS18-PLUS","FMLE","12.1 [11.1-13.2]","12.10000","11.10000","13.20000",""
"NCD_BMI_30A","PUBLISHED","1983","SEAR","","YEARS18-PLUS","FMLE","1.0 [0.7-1.5]","1.00000","0.70000","1.50000",""
"NCD_BMI_30A","PUBLISHED","2011","GLOBAL","","YEARS18-PLUS","FMLE","13.8 [12.9-14.8]","13.80000","12.90000","14.80000",""
"NCD_BMI_30A","PUBLISHED","2009","AMR","","YEARS18-PLUS","FMLE","27.4 [25.6-29.2]","27.40000","25.60000","29.20000",""
"NCD_BMI_30A","PUBLISHED","1994","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","5.5 [5.0-6.0]","5.50000","5.00000","6.00000",""
"NCD_BMI_30A","PUBLISHED","1993","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","9.2 [8.6-9.8]","9.20000","8.60000","9.80000",""
"NCD_BMI_30A","PUBLISHED","1985","AMR","","YEARS18-PLUS","BTSX","13.0 [11.6-14.5]","13.00000","11.60000","14.50000",""
"NCD_BMI_30A","PUBLISHED","2013","GLOBAL","","YEARS18-PLUS","MLE","10.4 [9.5-11.5]","10.40000","9.50000","11.50000",""
"NCD_BMI_30A","PUBLISHED","2015","SEAR","","YEARS18-PLUS","FMLE","5.8 [4.7-7.2]","5.80000","4.70000","7.20000",""
"NCD_BMI_30A","PUBLISHED","1999","EMR","","YEARS18-PLUS","FMLE","17.7 [16.0-19.4]","17.70000","16.00000","19.40000",""
"NCD_BMI_30A","PUBLISHED","2004","WPR","","YEARS18-PLUS","MLE","2.8 [2.3-3.3]","2.80000","2.30000","3.30000",""
"NCD_BMI_30A","PUBLISHED","1986","GLOBAL","","YEARS18-PLUS","FMLE","7.9 [7.1-8.8]","7.90000","7.10000","8.80000",""
"NCD_BMI_30A","PUBLISHED","1983","AFR","","YEARS18-PLUS","FMLE","4.6 [3.5-5.8]","4.60000","3.50000","5.80000",""
"NCD_BMI_30A","PUBLISHED","2007","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","8.4 [7.9-8.9]","8.40000","7.90000","8.90000",""
"NCD_BMI_30A","PUBLISHED","1977","GLOBAL","","YEARS18-PLUS","FMLE","6.6 [5.5-7.9]","6.60000","5.50000","7.90000",""
"NCD_BMI_30A","PUBLISHED","1984","AMR","","YEARS18-PLUS","FMLE","14.9 [12.7-17.2]","14.90000","12.70000","17.20000",""
"NCD_BMI_30A","PUBLISHED","1997","AMR","","YEARS18-PLUS","MLE","15.9 [14.1-17.7]","15.90000","14.10000","17.70000",""
"NCD_BMI_30A","PUBLISHED","2014","SEAR","","YEARS18-PLUS","MLE","2.9 [2.2-3.7]","2.90000","2.20000","3.70000",""
"NCD_BMI_30A","PUBLISHED","2005","WPR","","YEARS18-PLUS","FMLE","4.1 [3.5-4.8]","4.10000","3.50000","4.80000",""
"NCD_BMI_30A","PUBLISHED","1991","SEAR","","YEARS18-PLUS","BTSX","1.1 [0.9-1.4]","1.10000","0.90000","1.40000",""
"NCD_BMI_30A","PUBLISHED","2013","EUR","","YEARS18-PLUS","MLE","20.4 [18.6-22.2]","20.40000","18.60000","22.20000",""
"NCD_BMI_30A","PUBLISHED","1982","AFR","","YEARS18-PLUS","MLE","0.8 [0.5-1.4]","0.80000","0.50000","1.40000",""
"NCD_BMI_30A","PUBLISHED","1998","EMR","","YEARS18-PLUS","MLE","7.9 [6.7-9.2]","7.90000","6.70000","9.20000",""
"NCD_BMI_30A","PUBLISHED","2012","EMR","","YEARS18-PLUS","MLE","13.7 [12.0-15.4]","13.70000","12.00000","15.40000",""
"NCD_BMI_30A","PUBLISHED","2016","WPR","","YEARS18-PLUS","FMLE","6.7 [5.1-8.7]","6.70000","5.10000","8.70000",""
"NCD_BMI_30A","PUBLISHED","2003","SEAR","","YEARS18-PLUS","MLE","1.3 [1.1-1.7]","1.30000","1.10000","1.70000",""
"NCD_BMI_30A","PUBLISHED","1998","AMR","","YEARS18-PLUS","FMLE","21.7 [20.0-23.5]","21.70000","20.00000","23.50000",""
"NCD_BMI_30A","PUBLISHED","2007","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","10.4 [10.0-10.8]","10.40000","10.00000","10.80000",""
"NCD_BMI_30A","PUBLISHED","1984","AFR","","YEARS18-PLUS","BTSX","2.9 [2.3-3.6]","2.90000","2.30000","3.60000",""
"NCD_BMI_30A","PUBLISHED","1996","AFR","","YEARS18-PLUS","MLE","2.0 [1.6-2.6]","2.00000","1.60000","2.60000",""
"NCD_BMI_30A","PUBLISHED","2000","EUR","","YEARS18-PLUS","FMLE","19.5 [18.3-20.8]","19.50000","18.30000","20.80000",""
"NCD_BMI_30A","PUBLISHED","2000","EMR","","YEARS18-PLUS","BTSX","13.3 [12.3-14.4]","13.30000","12.30000","14.40000",""
"NCD_BMI_30A","PUBLISHED","1990","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","6.8 [6.3-7.2]","6.80000","6.30000","7.20000",""
"NCD_BMI_30A","PUBLISHED","2008","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","12.6 [12.0-13.2]","12.60000","12.00000","13.20000",""
"NCD_BMI_30A","PUBLISHED","2001","EUR","","YEARS18-PLUS","BTSX","17.5 [16.7-18.4]","17.50000","16.70000","18.40000",""
"NCD_BMI_30A","PUBLISHED","1986","EMR","","YEARS18-PLUS","BTSX","8.7 [7.3-10.2]","8.70000","7.30000","10.20000",""
"NCD_BMI_30A","PUBLISHED","2002","SEAR","","YEARS18-PLUS","BTSX","2.1 [1.9-2.5]","2.10000","1.90000","2.50000",""
"NCD_BMI_30A","PUBLISHED","2002","AFR","","YEARS18-PLUS","BTSX","6.5 [6.0-7.1]","6.50000","6.00000","7.10000",""
"NCD_BMI_30A","PUBLISHED","1996","GLOBAL","","YEARS18-PLUS","MLE","5.9 [5.4-6.4]","5.90000","5.40000","6.40000",""
"NCD_BMI_30A","PUBLISHED","2016","AMR","","YEARS18-PLUS","FMLE","31.0 [28.2-33.7]","31.00000","28.20000","33.70000",""
"NCD_BMI_30A","PUBLISHED","1990","SEAR","","YEARS18-PLUS","FMLE","1.6 [1.2-2.1]","1.60000","1.20000","2.10000",""
"NCD_BMI_30A","PUBLISHED","1976","EUR","","YEARS18-PLUS","BTSX","10.2 [8.5-12.1]","10.20000","8.50000","12.10000",""
"NCD_BMI_30A","PUBLISHED","2015","AMR","","YEARS18-PLUS","MLE","25.4 [22.8-28.0]","25.40000","22.80000","28.00000",""
"NCD_BMI_30A","PUBLISHED","1986","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","7.9 [7.1-8.7]","7.90000","7.10000","8.70000",""
"NCD_BMI_30A","PUBLISHED","2008","EUR","","YEARS18-PLUS","BTSX","20.0 [19.1-21.0]","20.00000","19.10000","21.00000",""
"NCD_BMI_30A","PUBLISHED","1975","EMR","","YEARS18-PLUS","BTSX","5.7 [4.0-7.7]","5.70000","4.00000","7.70000",""
"NCD_BMI_30A","PUBLISHED","1992","WPR","","YEARS18-PLUS","BTSX","1.7 [1.5-2.0]","1.70000","1.50000","2.00000",""
"NCD_BMI_30A","PUBLISHED","2009","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","12.9 [12.3-13.5]","12.90000","12.30000","13.50000",""
"NCD_BMI_30A","PUBLISHED","1976","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","4.8 [4.1-5.5]","4.80000","4.10000","5.50000",""
"NCD_BMI_30A","PUBLISHED","1991","WPR","","YEARS18-PLUS","FMLE","2.2 [1.8-2.6]","2.20000","1.80000","2.60000",""
"NCD_BMI_30A","PUBLISHED","1975","EUR","","YEARS18-PLUS","FMLE","12.8 [9.9-16.1]","12.80000","9.90000","16.10000",""
"NCD_BMI_30A","PUBLISHED","1979","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","5.2 [4.6-5.8]","5.20000","4.60000","5.80000",""
"NCD_BMI_30A","PUBLISHED","2001","AFR","","YEARS18-PLUS","FMLE","9.6 [8.6-10.6]","9.60000","8.60000","10.60000",""
"NCD_BMI_30A","PUBLISHED","1977","SEAR","","YEARS18-PLUS","BTSX","0.5 [0.3-0.7]","0.50000","0.30000","0.70000",""
"NCD_BMI_30A","PUBLISHED","2015","AFR","","YEARS18-PLUS","FMLE","14.9 [13.4-16.5]","14.90000","13.40000","16.50000",""
"NCD_BMI_30A","PUBLISHED","1978","SEAR","","YEARS18-PLUS","MLE","0.2 [0.1-0.4]","0.20000","0.10000","0.40000",""
"NCD_BMI_30A","PUBLISHED","1987","EMR","","YEARS18-PLUS","MLE","5.0 [3.8-6.5]","5.00000","3.80000","6.50000",""
"NCD_BMI_30A","PUBLISHED","1995","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","5.7 [5.2-6.2]","5.70000","5.20000","6.20000",""
"NCD_BMI_30A","PUBLISHED","1989","EUR","","YEARS18-PLUS","FMLE","16.6 [15.0-18.4]","16.60000","15.00000","18.40000",""
"NCD_BMI_30A","PUBLISHED","2003","AMR","","YEARS18-PLUS","BTSX","21.8 [20.6-23.0]","21.80000","20.60000","23.00000",""
"NCD_BMI_30A","PUBLISHED","1989","SEAR","","YEARS18-PLUS","MLE","0.5 [0.3-0.7]","0.50000","0.30000","0.70000",""
"NCD_BMI_30A","PUBLISHED","2014","AFR","","YEARS18-PLUS","MLE","5.1 [4.2-6.1]","5.10000","4.20000","6.10000",""
"NCD_BMI_30A","PUBLISHED","1980","WPR","","YEARS18-PLUS","FMLE","1.3 [0.9-1.8]","1.30000","0.90000","1.80000",""
"NCD_BMI_30A","PUBLISHED","1988","EUR","","YEARS18-PLUS","MLE","10.1 [8.8-11.5]","10.10000","8.80000","11.50000",""
"NCD_BMI_30A","PUBLISHED","1984","AMR","","YEARS18-PLUS","MLE","10.1 [8.3-12.1]","10.10000","8.30000","12.10000",""
"NCD_BMI_30A","PUBLISHED","1988","SEAR","","YEARS18-PLUS","FMLE","1.4 [1.0-1.9]","1.40000","1.00000","1.90000",""
"NCD_BMI_30A","PUBLISHED","1985","WPR","","YEARS18-PLUS","MLE","0.8 [0.6-1.0]","0.80000","0.60000","1.00000",""
"NCD_BMI_30A","PUBLISHED","2011","EMR","","YEARS18-PLUS","MLE","13.2 [11.7-14.8]","13.20000","11.70000","14.80000",""
"NCD_BMI_30A","PUBLISHED","2002","WPR","","YEARS18-PLUS","MLE","2.4 [2.0-2.9]","2.40000","2.00000","2.90000",""
"NCD_BMI_30A","PUBLISHED","1997","AMR","","YEARS18-PLUS","FMLE","21.2 [19.5-22.9]","21.20000","19.50000","22.90000",""
"NCD_BMI_30A","PUBLISHED","1983","AFR","","YEARS18-PLUS","BTSX","2.8 [2.2-3.5]","2.80000","2.20000","3.50000",""
"NCD_BMI_30A","PUBLISHED","2009","AFR","","YEARS18-PLUS","MLE","4.0 [3.4-4.7]","4.00000","3.40000","4.70000",""
"NCD_BMI_30A","PUBLISHED","2016","EMR","","YEARS18-PLUS","BTSX","20.8 [19.1-22.6]","20.80000","19.10000","22.60000",""
"NCD_BMI_30A","PUBLISHED","1986","EMR","","YEARS18-PLUS","FMLE","12.8 [10.3-15.4]","12.80000","10.30000","15.40000",""
"NCD_BMI_30A","PUBLISHED","1983","EUR","","YEARS18-PLUS","MLE","8.5 [7.1-10.1]","8.50000","7.10000","10.10000",""
"NCD_BMI_30A","PUBLISHED","1990","SEAR","","YEARS18-PLUS","MLE","0.5 [0.4-0.8]","0.50000","0.40000","0.80000",""
"NCD_BMI_30A","PUBLISHED","2014","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","12.5 [11.8-13.1]","12.50000","11.80000","13.10000",""
"NCD_BMI_30A","PUBLISHED","2014","AFR","","YEARS18-PLUS","BTSX","9.9 [9.1-10.9]","9.90000","9.10000","10.90000",""
"NCD_BMI_30A","PUBLISHED","1990","WPR","","YEARS18-PLUS","BTSX","1.6 [1.3-1.8]","1.60000","1.30000","1.80000",""
"NCD_BMI_30A","PUBLISHED","2015","SEAR","","YEARS18-PLUS","BTSX","4.4 [3.7-5.2]","4.40000","3.70000","5.20000",""
"NCD_BMI_30A","PUBLISHED","1999","EMR","","YEARS18-PLUS","BTSX","12.9 [11.9-14.0]","12.90000","11.90000","14.00000",""
"NCD_BMI_30A","PUBLISHED","1988","EUR","","YEARS18-PLUS","BTSX","13.5 [12.4-14.7]","13.50000","12.40000","14.70000",""
"NCD_BMI_30A","PUBLISHED","1999","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","6.5 [6.0-6.9]","6.50000","6.00000","6.90000",""
"NCD_BMI_30A","PUBLISHED","1991","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","8.8 [8.1-9.5]","8.80000","8.10000","9.50000",""
"NCD_BMI_30A","PUBLISHED","2013","EMR","","YEARS18-PLUS","BTSX","19.1 [17.7-20.6]","19.10000","17.70000","20.60000",""
"NCD_BMI_30A","PUBLISHED","1987","WPR","","YEARS18-PLUS","BTSX","1.3 [1.1-1.6]","1.30000","1.10000","1.60000",""
"NCD_BMI_30A","PUBLISHED","2016","AMR","","YEARS18-PLUS","MLE","25.9 [23.2-28.8]","25.90000","23.20000","28.80000",""
"NCD_BMI_30A","PUBLISHED","1997","AFR","","YEARS18-PLUS","BTSX","5.3 [4.7-5.9]","5.30000","4.70000","5.90000",""
"NCD_BMI_30A","PUBLISHED","2003","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","9.4 [9.0-9.7]","9.40000","9.00000","9.70000",""
"NCD_BMI_30A","PUBLISHED","1982","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","5.6 [5.0-6.2]","5.60000","5.00000","6.20000",""
"NCD_BMI_30A","PUBLISHED","1976","EUR","","YEARS18-PLUS","FMLE","13.0 [10.3-16.2]","13.00000","10.30000","16.20000",""
"NCD_BMI_30A","PUBLISHED","2013","EUR","","YEARS18-PLUS","FMLE","23.4 [21.6-25.4]","23.40000","21.60000","25.40000",""
"NCD_BMI_30A","PUBLISHED","2013","GLOBAL","","YEARS18-PLUS","FMLE","14.5 [13.4-15.7]","14.50000","13.40000","15.70000",""
"NCD_BMI_30A","PUBLISHED","1985","SEAR","","YEARS18-PLUS","FMLE","1.2 [0.8-1.7]","1.20000","0.80000","1.70000",""
"NCD_BMI_30A","PUBLISHED","2011","AMR","","YEARS18-PLUS","FMLE","28.4 [26.4-30.4]","28.40000","26.40000","30.40000",""
"NCD_BMI_30A","PUBLISHED","2005","WPR","","YEARS18-PLUS","BTSX","3.5 [3.1-4.0]","3.50000","3.10000","4.00000",""
"NCD_BMI_30A","PUBLISHED","2009","GLOBAL","","YEARS18-PLUS","FMLE","13.2 [12.4-14.0]","13.20000","12.40000","14.00000",""
"NCD_BMI_30A","PUBLISHED","1985","AFR","","YEARS18-PLUS","FMLE","5.0 [3.9-6.2]","5.00000","3.90000","6.20000",""
"NCD_BMI_30A","PUBLISHED","2004","AMR","","YEARS18-PLUS","BTSX","22.3 [21.2-23.5]","22.30000","21.20000","23.50000",""
"NCD_BMI_30A","PUBLISHED","2003","SEAR","","YEARS18-PLUS","FMLE","3.2 [2.7-3.8]","3.20000","2.70000","3.80000",""
"NCD_BMI_30A","PUBLISHED","1992","GLOBAL","","YEARS18-PLUS","FMLE","8.9 [8.3-9.6]","8.90000","8.30000","9.60000",""
"NCD_BMI_30A","PUBLISHED","1981","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","5.4 [4.9-6.0]","5.40000","4.90000","6.00000",""
"NCD_BMI_30A","PUBLISHED","1979","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","6.8 [5.8-7.9]","6.80000","5.80000","7.90000",""
"NCD_BMI_30A","PUBLISHED","2006","EUR","","YEARS18-PLUS","BTSX","19.3 [18.4-20.2]","19.30000","18.40000","20.20000",""
"NCD_BMI_30A","PUBLISHED","2005","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","7.8 [7.4-8.3]","7.80000","7.40000","8.30000",""
"NCD_BMI_30A","PUBLISHED","1999","AMR","","YEARS18-PLUS","MLE","16.9 [15.2-18.8]","16.90000","15.20000","18.80000",""
"NCD_BMI_30A","PUBLISHED","1990","AMR","","YEARS18-PLUS","BTSX","15.1 [13.8-16.5]","15.10000","13.80000","16.50000",""
"NCD_BMI_30A","PUBLISHED","2001","EUR","","YEARS18-PLUS","MLE","14.9 [13.8-16.1]","14.90000","13.80000","16.10000",""
"NCD_BMI_30A","PUBLISHED","2008","SEAR","","YEARS18-PLUS","MLE","1.9 [1.5-2.4]","1.90000","1.50000","2.40000",""
"NCD_BMI_30A","PUBLISHED","1985","AMR","","YEARS18-PLUS","MLE","10.5 [8.6-12.4]","10.50000","8.60000","12.40000",""
"NCD_BMI_30A","PUBLISHED","1976","SEAR","","YEARS18-PLUS","MLE","0.2 [0.1-0.4]","0.20000","0.10000","0.40000",""
"NCD_BMI_30A","PUBLISHED","1993","WPR","","YEARS18-PLUS","FMLE","2.4 [2.0-2.8]","2.40000","2.00000","2.80000",""
"NCD_BMI_30A","PUBLISHED","2004","EMR","","YEARS18-PLUS","FMLE","19.9 [18.3-21.5]","19.90000","18.30000","21.50000",""
"NCD_BMI_30A","PUBLISHED","2011","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","11.5 [11.0-12.0]","11.50000","11.00000","12.00000",""
"NCD_BMI_30A","PUBLISHED","1988","AFR","","YEARS18-PLUS","FMLE","5.6 [4.6-6.8]","5.60000","4.60000","6.80000",""
"NCD_BMI_30A","PUBLISHED","2002","AMR","","YEARS18-PLUS","MLE","18.5 [16.8-20.4]","18.50000","16.80000","20.40000",""
"NCD_BMI_30A","PUBLISHED","1987","EMR","","YEARS18-PLUS","FMLE","13.1 [10.8-15.7]","13.10000","10.80000","15.70000",""
"NCD_BMI_30A","PUBLISHED","2010","WPR","","YEARS18-PLUS","FMLE","5.2 [4.3-6.3]","5.20000","4.30000","6.30000",""
"NCD_BMI_30A","PUBLISHED","2002","AFR","","YEARS18-PLUS","FMLE","9.9 [9.0-10.9]","9.90000","9.00000","10.90000",""
"NCD_BMI_30A","PUBLISHED","2015","AFR","","YEARS18-PLUS","BTSX","10.3 [9.3-11.3]","10.30000","9.30000","11.30000",""
"NCD_BMI_30A","PUBLISHED","1978","WPR","","YEARS18-PLUS","FMLE","1.2 [0.8-1.7]","1.20000","0.80000","1.70000",""
"NCD_BMI_30A","PUBLISHED","1989","EUR","","YEARS18-PLUS","BTSX","13.8 [12.7-14.9]","13.80000","12.70000","14.90000",""
"NCD_BMI_30A","PUBLISHED","2006","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","8.1 [7.6-8.6]","8.10000","7.60000","8.60000",""
